Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-11-25,Port Loko,Kaffu-Bullom,Foronkoya,Suctar,4 weeks or more,1,1,Head Man,Very High,They are concrn he way the people spray cholrine,when will the ebola end in sierra leone and school reopened,By body contact and touching the sick,No visiting of funeral house and eating of bush meat,That they are happy with the work of the health workers in the communirty,ready to do the work
2014-11-25,Port Loko,Kaffu-Bullom,Yongro,Tholmossor 1,4 weeks or more,1,1,head man,Very High,to stop hand shaking and movement of the people,Why is  every dead is related to ebola,touching the sick and body contact,no stranger are allowe in the community ,That the burial teams do not respect the costom of the people to bury,ready to do the work
2014-11-25,Port Loko,Koya,Fondu,Fondu,4 weeks or more,1,1,Head Man,Very High,Instrument fortemperature checking. Hand gloves to assist the sick and food for community youth manding the checkpoint.,Why using body bag? Why not washing the dead?,Touching the sick. Washing the dead. Buried the dead.,No strangers are allowed to stay in the community. Anyone  that lives the community for days will not be accepted again and if accepted will be quarantine foe 21 days. ,People reaffimimg the messages that we shared and said this is the best way to stop the spread of Ebola.,"No obstacle, the community have the capacity to carry out all their action plans."
2014-11-25,Port Loko,Koya,Gbabai,Gbabai,4 weeks or more,1,1,Community Champion,Very High,Health facilities too far from them and they are not getting proper medical care,Why are men only coming to respond to burial what if is a female that dies?,Body contact and eating bush meat of any kind,"Touching the sick is 50000 fine, Keeping a stranger without the knowledge of the authority 100000.",Distance to access the health facilities,"No obstacle, the community have the capacity to carry out all their action plans."
2014-11-25,Port Loko,Koya,Tumba,Kakandeh,4 weeks or more,1,1,Farmer,High,"Ambulance running at high speed with sick people, pumping of the cholorine on the sick person or in the house of he Ebola victim.",Why not building a health center close to the community. The community want to known if the government will provide medicine?,Buried the dead. Washing the dead. Touching the sick.,After 7pm no movement is allowed in and out of the community. No strangers are allow in the village without the knowledge of the chief.,"They prefer running into the bush instead of going to te health center, because when you are taken to the health center, you will never return.","No obstacle, the community have the capacity to carry out all their action plans."
2014-11-25,Port Loko,Koya,Roponka,Mabateh,4 weeks or more,1,1,Religious Leader,Very High,The community concern is to set the community free from Ebola and the country as a whole.,When someone is sick with Ebola signs and symptoms is it good for the person to go to the health centre or the treatment centre,"Washing of dead bodies, Attending funeral, caring for the sick person, eating of bush meat and burning the death.","No funeral attendance, No community Burial, All strangers must report to the appropriate authorities, No washing of dead bodies.","They want hand washing materials, They want PPEs to be used to attend to the sick till 117 arrive",My concern is that the community people are ready to work with there action plan and am willing to support them morally.
2014-11-25,Port Loko,Koya,Mahera,Mafella,4 weeks or more,1,1,Head Man,High,They need themometer to be cheking their temperature,If they wll catch the sick from survivor?,Touching the dead. Washing sick people. Hand shaking. Eating Bush meat,No touching. No community burial. No strangers are allow. Washing hands regularly.,There is no health facilities in th community and no general hand washing materials in stratigic point within the village.,yes. The fine levied in the community is too high.
2014-11-25,Port Loko,Koya,Ro-Bia,Mafili Village,2-3 weeks,1,1,Teacher,Very High,The 117 response team delgate their responsibiliies to the community people by asking them to lead the sick person to the ambulance with a used PPE.,When will Ebola end?,Body contact,"No funeral attendance, No community Burial, All strangers must report to the appropriate authorities, No washing of dead bodies.",Delay in the response of 117 Ebola hot line.,"No obstacle, the community have the capacity to carry out all their action plans."
2014-11-25,Port Loko,Koya,Madoma,Magbontho-Bana,4 weeks or more,1,1,Youth,Very High,The ommunity people said that if they suspect any case they will make sure they call 117 or the nearest health centre,NA,NA,"No strangers will be allowed, All suspected cases should be reported",People should wash their hands with soap and water regularly and the youth are supervising the vilage every night.,NA
2014-11-25,Port Loko,Koya,Magbeni,Magbonthosor(Mile 38),4 weeks or more,1,1,Community Champion,High,"Fear of the cholorine spray by the Ebola team, Afraid of not getting treatment in the community health post when there is no money.",When will Ebola end? Why always sick people taken to port loko and kenema but do not return alive? Why should all sick been associated with Ebola?,"Washing the body of a dead family member, Caring for a sick family member","They are not accommodating strangers and those who left their village for over a week will not be allowed. No hand shaking, All sick should be reported and isolated, No washing of dead body, All bye laws were back with fines.","The burial team should respect their dead family members, They should stop spraying cholorine at a sick person and his/her relatives.",The task force who secure the check point do not have enough touch light to do their work. Nothing to eat and drink at night while on duty. Things to protect them from cold.
2014-11-25,Port Loko,Koya,Matheneh,Magbor,4 weeks or more,1,1,Ordinary Citizen,High,The most common concern is to ensure Ebola is eradicated out of Sierra Leone. Hand washing Materials and PPEs,Is there any Logistic for the sub committee?,Washing the dead. Community burial. Hand shaking,No Strangers are allow in the community. No funeral attendance. Isolation of the sick till 117 team arrival.,Late response from the 117. The behaviour of the burial team. The use of the cholorine on sick person and houses.,The fine is too minimal which people will not mind to pay and this will undermine the active implementation of the bye laws
2014-11-25,Port Loko,Koya,Kagbala,Makambie,4 weeks or more,1,1,Head Man,Very High,Why the poor people are more vunulerable to EVD.?,When will Ebola end?,Caring for the sick person.,Strangers are not allowed.,"The community people expect food, cholorine, ORS and bucket.",They over react heavy on strangers.
2014-11-25,Port Loko,Koya,Benkia,Makambo,4 weeks or more,1,1,Youth Leader,High,NA,NA,Travellers. Eating bush meat. Caring for the sick and buried of the dead,None was mentioned but there are some bye laws that are been implemented by the community.,"The communiy people are concern about their relative that are living on the Island and if they are infected, how can they take them to the health centre expecially when vehicle cant access the community.",The obstacle is the fact that the 117 team can not have access to some of the community via vehicle.
2014-11-25,Port Loko,Koya,Marifa,Marifa,Last week,1,1,Head Man,Medium,The digging of grave by burial team is not please with them. No representative during the burial process.,Why do they used plastic to buried our people? Why spraying the graves of oyr people?,The visiting of burial home. The eating of bush meat . Washing of dead body.,"Anyone found treating an Ebola patient will be fine Le 500,000. No Strangers are allowed. Any survivor form the tretment center must be reported to the chief, failinfgto do so you will be fine.",Poor medical facilities in the community. Poor drinkink water. Poor road network.,"No obstacle, the community have the capacity to carry out all their action plans."
