Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-01-14,Bo,Baoma,NA,Niama,1,They are satisfied with the burieal team because the allowed their people to take part in the process,NA,Community Bye-laws have been in the process since last week.,They Bye -laws is working effectively.,NO new bye laws is formed.
2015-01-15,Bo,Baoma,NA,Kenemalo,1,They were happy with the burieal team for sop method.,NA,When will school reopen ?,They Bye -laws is working effectively.,NO new bye laws is formed.
2015-01-16,Bo,Baoma,NA,Kanjalu,NA,NA,NA,When will Ebola come to an end.,They community have special people for monitoring the community.,NO new bye laws is formed.
2015-01-16,Bo,Baoma,NA,Falah,NA,NA,NA,When will school reopen ?,Community cleaning is on going.,NO new bye laws is formed.
2015-01-14,Bo,Baoma,NA,Vaahun,1,We are satisfied with them because the offer prayers before the finally burieal the dead.,NA,"Improvernment on Agriculture,Sanitation are their most concern.",They want handwshing bucket in the community.,"Hand washing ,strangers are not allowed in the community"
2015-01-15,Bo,Baoma,NA,Mosaima,1,Government to involved the community people to be part of the burieal team.,NA,"Improvernment on Agriculture,Sanitation are their most concern.",No sick person in the community.,Sterangers are not allow in their commumity .
2015-01-13,Bo,Baoma,NA,Ndama,1,The burial process  according to them will help to pretect them.,NA,Community members are concerns about the ceremomies after the burial process.,"Presently ,there is no Ebola related case in this community.",Report all sick the to the nearst health post.
2015-01-13,Bo,Baoma,NA,Kenyema,0,NA,Because the use the burial bag,"Awareness is great , they are part of the fright.",People acting good towards the byelaw.,They do not eat bush meat.
2015-01-15,Bo,Baoma,NA,Jembe,1,They perform prayers for their loves one before the buried them.,NA,When will school reopen ?,They people accept burieal team.,Sterangers are not allow in their commumity .
2015-01-14,Bo,Baoma,NA,Kulama,NA,NA,NA,When will school reopen ?,They community people believe that Ebola is real.,Sterangers are not allow in their commumity .
2015-01-16,Bo,Baoma,NA,Kpakru,1,They community provide certin for the love one,NA,When will school reopen ?,They now that Ebola is real.,Sterangers are not allow in their commumity .
2015-01-13,Bo,Baoma,NA,Taninahun,1,It is the only way to drive Ebola,NA,When will school reopen ?,Their has been no death since our last visit.,Sterangers are not allow in their commumity .
2015-01-14,Bo,Baoma,NA,Shengama,1,They are handling the burieal with respect.,NA,They want the Government to help them to build school for them.,"Bikes are not allowed fter 7,00 clock.",Sterangers are not allow in their commumity .
2015-01-16,Bo,Baoma,NA,Pujehun,0,NA,They did not burieal their people well.,When will school reopen ?,Strangers are not allowed in the community.,Frequent hand washing.
2015-01-15,Bo,Baoma,NA,Gbaima,1,When they burieal team berried the dead it will help them not to touch dead body.,NA,When will school reopen ?,Issolation of sick,Frequent hand washing.
2015-01-14,Bo,Baoma,NA,Ngiehun,NA,NA,NA,We wnt to talk with Ebola surviours,Strangers are not allowed in the community.,No one is allowed to wash dead body.
2015-01-16,Bo,Baoma,NA,Kwellu,NA,NA,NA,When will school reopen ?,Strangers are not allowed in the community.,No one is allowed to hide sick person.
2015-01-07,Bo,Baoma,NA,Ngelahun,1,This can help to stop the spread of Ebola in our country.,NA,The government should reopen school now.,They community are working toward  the bye-laws set.,Donâ€™t allow strangers to enter the community.
2015-01-06,Bo,Baoma,NA,Gendema,1,This can help to stop the spread of Ebola in our country.,NA,The government should allow us move to there villages to see their family.,Since the set up the bye-laws people are really obeying them.,Donâ€™t not touch the dead body.
2015-01-08,Bo,Baoma,NA,Mbudorbu,1,It protcet the speard of the virus.,NA,For school to open because their children are surfering greatly.,No new death case since their last visit.,Abstain from eating bush meat especially monkeys or bat.
2015-01-07,Bo,Bumpe Ngao,NA,Serabu,NA,NA,NA,Ebola have increased starvation,Body contact has reduced,"No public gathering, no accomodation of strangers"
2015-01-06,Bo,Bumpe Ngao,NA,Dukpuimbu,1,The community was involved,NA,Increase in teenage pregnancy,The calling of medical personnel if someone is sick,"Strangers are not allowed, no one should bury the dead"
2015-01-07,Bo,Bumpe Ngao,NA,Janema ,1,Prayer was conducted on the dead,NA,Increase in teenage pregnancy,The creation of a checkpoint,"strangers are not allowed, sick person is isolated"
2015-01-08,Bo,Bumpe Ngao,NA,Kpanguma,1,The community was involved,NA,Ebola have stopped their cultural practices,The reporting of suspected cases to the nearest health facility,No washing of dead bodies
2015-01-09,Bo,Bumpe Ngao,NA,Bongor,1,Prayer was conducted on the dead,NA,Hunger and teenage pregnancy,Frequent hand washing,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,NA,Moyoru Junction,1,Prayer was conducted on the dead,NA,"Free medication for all categories of people, regardless of ebola",Frequent hand washing,Strangers not allowed
2015-01-07,Bo,Bumpe Ngao,NA,Bellebu,NA,NA,NA,Increase in teenage pregnancy,They are following the bye laws,general cleaning every last Saturday
2015-01-08,Bo,Bumpe Ngao,NA,Mangema,NA,NA,NA,Increase in cost of livelihood,Community people abiding to bye laqws,general cleaning every last Saturday
2015-01-09,Bo,Bumpe Ngao,NA,Kpetema,NA,NA,NA,Restriction of movements,"They have realised that if they abide by the laws, they cannot get ebola",Okaders are not allowed to enter the community after 7pm
2015-01-06,Bo,Bumpe Ngao,NA,Yoni,NA,NA,NA,Government to deploy health workers in communities to ensure that proper screening is done at check points,Community members embracing the bye laws,No strangers are allowed
2015-01-07,Bo,Bumpe Ngao,NA,Kejebu,1,The community was involved,NA,Government to train burial team volunteers in their own chiefdom,Community members have accepted the reality of ebola,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,NA,Manulahun,NA,NA,NA,The reopening of school,People abiding to bye laws,"Hand washing, strangers not allowed"
2015-01-08,Bo,Bumpe Ngao,NA,Dassamu,NA,NA,NA,When will ebola come to an end,Genwral cleaning on Fridays,No traditional medication is allowed
2015-01-09,Bo,Bumpe Ngao,NA,Sebehun Junction,NA,NA,NA,Government should provide veronica buckets and soap,They no longer allow strangers,Sick persons must go to the health facility
2015-01-07,Bo,Bumpe Ngao,NA,Walihun,NA,NA,NA,The end of ebola,Bye laws very effective,strangers are not allowed
2015-01-06,Bo,Bumpe Ngao,NA,Manjama,NA,NA,NA,The end of ebola,Community people sticking to bye laws,Strangers not allowed
2015-01-07,Bo,Bumpe Ngao,NA,Tongie,NA,NA,NA,The end of ebola,Community people abiding to bye laqws,strangers not allowed
2015-01-08,Bo,Bumpe Ngao,NA,Jimminga,NA,NA,NA,Ebola have stopped their cultural practices,Awareness have increased as people are taking preventive measures,"No eating of bush meats, isolation of the sick, strangers not allowed"
2015-01-09,Bo,Bumpe Ngao,NA,Sahn,NA,NA,NA,Ebola have brought setback in their businesses,Awareness have increased as people are taking preventive measures,Eating of bush meats forbidden
2015-01-07,Bo,Bumpe Ngao,NA,Banda,1,Family representatives monitored the burial team,NA,Restriction of movements,Frequent hand washing,No accomodation of strangers
2015-01-08,Bo,Bumpe Ngao,NA,Fablahun,NA,NA,NA,When will ebola come to an end,People now report all sick to the health centre,"No funeral service, no accomodation of strangers"
2015-01-09,Bo,Bumpe Ngao,NA,Sembehun,NA,NA,NA,When will school reopen,People now visit the health centre when they feels sick,"No public gathering, no accomodation of strangers"
2015-01-06,Bo,Bumpe Ngao,NA,Ngei Yegboiya,1,It was in line with safe and dignified burial,NA,Increase in teenage pregnancy,Sick peresons are refered to hospitals,No community burial
2015-01-06,Bo,Bumpe Ngao,NA,Pelewahun,1,Prayer was conducted on the dead,NA,Health workers in health centres no longer treat common illnesses,Acceptance of the safe burial procedures,Strangers are not alloewd
2015-01-07,Bo,Bumpe Ngao,NA,Taninahun,1,Prayer was conducted on the dead,NA,Lack of medicines in the health centre to treat other illnesses,Sick peresons are refered to hospitals,Okaders are not allowed to enter the community after 7pm
2015-01-08,Bo,Bumpe Ngao,NA,Mofoi,NA,NA,NA,Government should provide free medication for all type of illnesses,Community people no longer accommodate strangers,Okaders are not allowed to enter the community after 7pm
2015-01-06,Bo,Bumpe Ngao,NA,Tissana,NA,NA,NA,The end of ebola,The creation of a checkpoint,Strangers not allowed
2015-01-07,Bo,Bumpe Ngao,NA,Nyadehun,NA,NA,NA,The end of ebola,Frequent hand washing,Eating of bush meats forbidden
2015-01-08,Bo,Bumpe Ngao,NA,Foya,NA,NA,NA,Delay from the burial team,Community watchdog,Eating of bush meats forbidden
2015-01-09,Bo,Bumpe Ngao,NA,Benduma,NA,NA,NA,Slow respond from the medical team,The provision of veronica buckets,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,NA,Banda ,NA,NA,NA,Increased in starvation,The creation of a checkpoint,"No public gathering, no accomodation of strangers"
2015-01-07,Bo,Bumpe Ngao,NA,Bartihun,NA,NA,NA,Their produce is getting spoilt as a result of no business,They have securities now to ensure who is entering the community,Eating of bush meats forbidden
2015-01-09,Bo,Bumpe Ngao,NA,Yegema,NA,NA,NA,Increased in starvation,A check point to know those entering the community,Strangers not allowed
2015-01-08,Bo,Bumpe Ngao,NA,Komende,NA,NA,NA,When will ebila end,Frequent hand washing,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,NA,Kanga,1,NA,NA,"The hardship in the community ,No business in the country,No free movement, No Education, Increase in Teenage Pregnancy has been the conern of the People ",Increase in the awarenss of body contact,"Not  Acepeting of Bye  laws,Not Visiting Sick People,Not Attentding Brials"
