Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-11-25,Port Loko,Kaffu-Bullom,Mahera,Mahera,4 weeks or more ,1 ,1 ,Group head ,High ,No proper burial practice and the grave are shallows ,That Ebola is real ,hawing dead bodies touching the sick and attending funerals ,All strangers must be reported to the chiefs ,The burial teams to improve on the way they bury ,people are ready to do the work 
2014-11-25,Port Loko,Kaffu-Bullom,Mamankie,Mamankie,NA ,1 ,1 ,head man ,Very High ,The manner of the burial team in bury the people ,When will Ebola ends ,body contact and washing of dead bodies ,no strangers are allowed in the communicability to house checking every 5:00 no boat is allowed in the community ,spraying of the people is too much ,ready to do the work 
2014-11-25,Port Loko,Kaffu-Bullom,Mayaya,Mayaya Town,4 weeks or more ,1 ,1 ,Youth Leader ,Low ,When will Ebola come to an end ,if washing hands ends Ebola ,washing of dead bodies visiting overgeneralizing sick ,Isolation of the sick no strangers are allowed calling of 117 ,they don‰Ûªt have rubber to wash their hands ,they are ready do the work 
2014-11-25,Port Loko,Kaffu-Bullom,Foronkoya,Suctar,4 weeks or more ,1 ,1 ,Head Man ,Very High ,They are concern he way the people spray chlorine ,when will the Ebola end in sierra Leone and school reopened ,By body contact and touching the sick ,No visiting of funeral house and eating of bush meat ,That they are happy with the work of the health workers in the community ,ready to do the work 
2014-11-25,Port Loko,Kaffu-Bullom,Yongro,Tholmossor 1,4 weeks or more ,1 ,1 ,head man ,Very High ,to stop hand shaking and movement of the people ,Why is every dead is related to Ebola ,touching the sick and body contact ,no stranger are allow in the community ,That the burial teams do not respect the custom of the people to bury ,ready to do the work 
2014-11-25,Port Loko,Koya,Fondu,Fondu,4 weeks or more ,1 ,1 ,Head Man ,Very High ,Instrument for temperature checking. Hand gloves to assist the sick and food for community youth anding the checkpoint. ,Why using body bag Why not washing the dead ,Touching the sick. Washing the dead. Buried the dead. ,No strangers are allowed to stay in the community. Anyone that lives the community for days will not be accepted again and if accepted will be quarantine foe 21 days. ,People reaffirm the messages that we shared and said this is the best way to stop the spread of Ebola. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-25,Port Loko,Koya,Gbabai,Gbabai,4 weeks or more ,1 ,1 ,Community Champion ,Very High ,Health facilities too far from them and they are not getting proper medical care ,Why are men only coming to respond to burial what if is a female that dies ,Body contact and eating bush meat of any kind ,Touching the sick is 50000 fine Keeping a stranger without the knowledge of the authority 100000. ,Distance to access the health facilities ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-25,Port Loko,Koya,Tumba,Kakandeh,4 weeks or more ,1 ,1 ,Farmer ,High ,Ambulance running at high speed with sick people pumping of the chlorine on the sick person or in the house of he Ebola victim. ,Why not building a health center close to the community. The community want to known if the government will provide medicine ,Buried the dead. Washing the dead. Touching the sick. ,After pm no movement is allowed in and out of the community. No strangers are allow in the village without the knowledge of the chief. ,They prefer running into the bush instead of going to ch health center because when you are taken to the health center you will never return. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-25,Port Loko,Koya,Roponka,Mabateh,4 weeks or more ,1 ,1 ,Religious Leader ,Very High ,The community concern is to set the community free from Ebola and the country as a whole. ,When someone is sick with Ebola signs and symptoms is it good for the person to go to the health center or the treatment center ,Washing of dead bodies Attending funeral caring for the sick person eating of bush meat and burning the death. ,No funeral attendance No community Burial All strangers must report to the appropriate authorities No washing of dead bodies. ,They want hand washing materials They want Pp Es to be used to attend to the sick till 117 arrive ,My concern is that the community people are ready to work with there action plan and am willing to support them morally. 
2014-11-25,Port Loko,Koya,Mahera,Mafella,4 weeks or more ,1 ,1 ,Head Man ,High ,They need thermometer to be cheeking their temperature ,If they ell catch the sick from survivor ,Touching the dead. Washing sick people. Hand shaking. Eating Bush meat ,No touching. No community burial. No strangers are allow. Washing hands regularly. ,There is no health facilities in th community and no general hand washing materials in strategic point within the village. ,yes. The fine levied in the community is too high. 
2014-11-25,Port Loko,Koya,Ro-Bia,Mafili Village,2-3 weeks ,1 ,1 ,Teacher ,Very High ,The 117 response team delegate their responsibilities to the community people by asking them to lead the sick person to the ambulance with a used PEP ,When will Ebola end ,Body contact ,No funeral attendance No community Burial All strangers must report to the appropriate authorities No washing of dead bodies. ,Delay in the response of 117 Ebola hot line. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-25,Port Loko,Koya,Madoma,Magbontho-Bana,4 weeks or more ,1 ,1 ,Youth ,Very High ,The immunity people said that if they suspect any case they will make sure they call 117 or the nearest health center ,NA ,NA ,No strangers will be allowed All suspected cases should be reported ,People should wash their hands with soap and water regularly and the youth are supervising the village every night. ,NA 
2014-11-25,Port Loko,Koya,Magbeni,Magbonthosor(Mile 38),4 weeks or more ,1 ,1 ,Community Champion ,High ,Fear of the chlorine spray by the Ebola team Afraid of not getting treatment in the community health post when there is no money. ,When will Ebola end Why always sick people taken to port look and enema but do not return alive Why should all sick been associated with Ebola ,Washing the body of a dead family member Caring for a sick family member ,They are not accommodating strangers and those who left their village for over a week will not be allowed. No hand shaking All sick should be reported and isolated No washing of dead body All bye laws were back with fines. ,The burial team should respect their dead family members They should stop spraying chlorine at a sick person and hisser relatives. ,The task force who secure the check point do not have enough touch light to do their work. Nothing to eat and drink at night while on duty. Things to protect them from cold. 
2014-11-25,Port Loko,Koya,Matheneh,Magbor,4 weeks or more ,1 ,1 ,Ordinary Citizen ,High ,The most common concern is to ensure Ebola is eradicated out of Sierra Leone. Hand washing Materials and Pp Es ,Is there any Logistic for the sub committee ,Washing the dead. Community burial. Hand shaking ,No Strangers are allow in the community. No funeral attendance. Isolation of the sick till 117 team arrival. ,Late response from the 117. The behavior of the burial team. The use of the chlorine on sick person and houses. ,The fine is too minimal which people will not mind to pay and this will undermine the active implementation of the bye laws 
2014-11-25,Port Loko,Koya,Kagbala,Makambie,4 weeks or more ,1 ,1 ,Head Man ,Very High ,Why the poor people are more vulnerable to EVADE ,When will Ebola end ,Caring for the sick person. ,Strangers are not allowed. ,The community people expect food chlorine ORS and bucket. ,They over react heavy on strangers. 
2014-11-25,Port Loko,Koya,Benkia,Makambo,4 weeks or more ,1 ,1 ,Youth Leader ,High ,NA ,NA ,Travelers Eating bush meat. Caring for the sick and buried of the dead ,None was mentioned but there are some bye laws that are been implemented by the community. ,The community people are concern about their relative that are living on the Island and if they are infected how can they take them to the health center especially when vehicle cant access the community. ,The obstacle is the fact that the 117 team can not have access to some of the community via vehicle. 
2014-11-25,Port Loko,Koya,Marifa,Marifa,Last week ,1 ,1 ,Head Man ,Medium ,The digging of grave by burial team is not please with them. No representative during the burial process. ,Why do they used plastic to buried our people Why spraying the graves of our people ,The visiting of burial home. The eating of bush meat . Washing of dead body. ,"Anyone found treating an Ebola patient will be fine Le 500,000. No Strangers are allowed. Any survivor form the treatment center must be reported to the chief failing's do so you will be fine. ",Poor medical facilities in the community. Poor drinking water. Poor road network. ,No obstacle the community have the capacity to carry out all their action plans. 
